MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,Age,BikeBuyer
S,M,35150,0,0,Bachelors,Manual,0,1,32,1
S,M,55916,1,1,Graduate Degree,Skilled Manual,1,1,63,1
M,F,54465,2,2,Partial College,Skilled Manual,1,0,50,1
S,M,130462,0,0,Bachelors,Professional,1,2,39,1
M,M,82948,0,0,Graduate Degree,Clerical,0,2,32,1
M,F,61641,2,0,High School,Skilled Manual,1,1,44,1
M,F,108876,1,0,Partial College,Management,1,2,48,1
S,M,79095,0,0,Graduate Degree,Clerical,0,1,40,1
M,M,27791,2,0,High School,Manual,1,1,53,1
M,F,83725,1,1,Partial College,Clerical,1,2,44,1
S,M,59074,0,0,Partial High School,Skilled Manual,0,2,30,1
S,F,28102,1,0,Bachelors,Manual,1,0,65,1
S,F,135986,0,0,Bachelors,Professional,1,1,36,1
M,M,53934,0,0,Partial College,Skilled Manual,0,0,28,1
S,F,76665,0,0,Partial College,Clerical,1,1,55,1
S,M,26416,0,0,Bachelors,Manual,0,1,37,1
M,M,102878,0,0,Bachelors,Management,1,2,41,1
M,F,106308,2,1,Bachelors,Management,1,3,58,1
S,M,104925,0,0,Graduate Degree,Management,1,2,39,1
S,F,53023,0,0,Bachelors,Skilled Manual,0,2,35,1
M,M,30326,2,0,High School,Manual,1,0,51,1
S,M,56251,0,0,High School,Skilled Manual,0,2,28,1
M,M,34825,2,1,Partial College,Manual,1,1,48,1
M,F,87497,0,0,Partial College,Clerical,0,0,25,1
S,F,79343,0,0,Partial College,Clerical,0,1,25,1
M,M,57034,0,0,Bachelors,Skilled Manual,0,1,29,1
M,M,105131,1,1,Partial College,Management,1,1,32,1
M,M,112411,2,1,Graduate Degree,Management,1,2,43,1
M,F,34049,2,1,Partial High School,Manual,1,1,47,1
M,F,135130,2,1,Graduate Degree,Professional,1,1,33,1
S,F,57739,0,0,Partial High School,Skilled Manual,0,2,38,1
S,M,62209,0,0,High School,Skilled Manual,0,2,29,1
M,F,77510,2,2,Graduate Degree,Clerical,1,2,32,1
S,F,103847,0,0,Bachelors,Management,1,2,42,1
M,M,55670,2,0,Bachelors,Skilled Manual,1,1,41,1
M,F,58791,2,1,Bachelors,Skilled Manual,1,0,57,1
M,M,33978,0,0,High School,Manual,0,1,29,1
S,M,51852,0,0,Bachelors,Skilled Manual,0,1,42,1
M,M,56776,0,0,High School,Skilled Manual,0,0,32,1
M,M,36289,0,0,Partial High School,Manual,0,0,30,1
S,M,128422,0,0,Bachelors,Professional,1,2,42,1
S,M,58138,1,0,Partial High School,Skilled Manual,1,1,60,1
M,M,56429,2,2,Partial College,Skilled Manual,1,2,68,1
M,F,102693,2,0,Bachelors,Management,1,3,51,1
M,M,108097,0,0,Graduate Degree,Management,1,2,33,1
S,M,111860,0,0,Bachelors,Management,1,2,40,1
M,M,132986,1,1,Graduate Degree,Professional,1,1,41,1
S,M,77912,0,0,High School,Clerical,1,0,56,1
M,F,27394,1,0,Graduate Degree,Manual,0,0,32,1
M,M,105431,1,1,Graduate Degree,Management,1,1,41,1
S,M,109285,0,0,Partial College,Management,0,3,29,1
S,F,77483,0,0,Bachelors,Clerical,0,1,38,1
S,M,104595,0,0,Bachelors,Management,1,3,39,1
S,M,56114,0,0,Partial High School,Skilled Manual,0,1,25,1
M,F,61643,2,0,Graduate Degree,Skilled Manual,1,1,42,1
M,M,57100,2,1,High School,Skilled Manual,1,1,54,1
M,M,59129,2,1,Partial College,Skilled Manual,1,1,56,1
M,M,60649,0,0,Partial College,Skilled Manual,0,1,28,1
M,F,86336,1,1,High School,Clerical,1,0,34,1
S,M,57620,0,0,High School,Skilled Manual,1,2,56,1
S,F,111410,0,0,Bachelors,Management,0,1,35,1
M,F,60569,2,0,High School,Skilled Manual,1,0,50,1
M,F,103705,2,0,Bachelors,Management,1,3,36,1
S,M,58178,0,0,High School,Skilled Manual,0,2,36,1
S,M,26862,1,1,Graduate Degree,Manual,1,1,69,1
S,F,79792,0,0,Partial College,Clerical,0,1,38,1
S,F,58860,0,0,Partial College,Skilled Manual,0,1,28,1
M,M,134006,0,0,Bachelors,Professional,1,3,41,1
M,F,34869,1,1,Bachelors,Manual,1,0,43,1
S,M,81245,0,0,High School,Clerical,0,2,26,1
M,F,53029,0,0,Partial High School,Skilled Manual,0,0,31,1
S,F,87367,0,0,Partial College,Clerical,0,0,31,1
S,F,76875,0,0,Partial College,Clerical,0,3,27,1
S,F,56566,0,0,High School,Skilled Manual,1,1,57,1
S,M,77095,0,0,Partial College,Clerical,0,2,40,1
S,M,33314,0,0,High School,Manual,0,0,49,1
M,M,27945,0,0,Partial College,Manual,0,0,28,1
S,M,110051,0,0,Graduate Degree,Management,1,2,52,1
S,F,80587,0,0,High School,Clerical,0,0,26,1
M,M,108224,0,0,Graduate Degree,Management,1,3,33,1
M,M,84214,3,0,Bachelors,Clerical,1,1,65,1
S,F,54469,0,0,Graduate Degree,Skilled Manual,0,2,37,1
M,M,87798,1,0,Graduate Degree,Clerical,1,1,40,1
S,F,51919,0,0,Partial College,Skilled Manual,0,0,26,1
M,M,61231,2,1,Partial College,Skilled Manual,1,2,39,1
M,M,136706,3,2,Graduate Degree,Professional,1,2,65,1
S,M,53254,1,0,Partial High School,Skilled Manual,1,1,87,1
S,F,83797,0,0,High School,Clerical,1,1,45,1
M,M,112945,1,0,Graduate Degree,Management,1,1,39,1
S,F,53621,0,0,Partial College,Skilled Manual,0,1,29,1
M,M,109735,0,0,Graduate Degree,Management,1,2,34,1
M,M,61251,2,0,Bachelors,Skilled Manual,1,2,58,1
S,F,54545,0,0,Bachelors,Skilled Manual,0,2,46,1
M,F,84136,2,0,Bachelors,Clerical,1,2,45,1
M,M,57260,1,1,Partial High School,Skilled Manual,0,2,34,1
M,M,85885,2,1,Partial College,Clerical,1,2,42,1
M,F,77602,2,1,Graduate Degree,Clerical,1,1,43,1
M,F,52125,2,0,Bachelors,Skilled Manual,1,1,45,1
S,F,133652,0,0,Graduate Degree,Professional,1,2,39,1
M,M,106150,0,0,Bachelors,Management,0,2,27,1
M,F,61778,0,0,Bachelors,Skilled Manual,0,1,25,1
M,F,60010,2,1,Partial College,Skilled Manual,1,1,46,1
M,M,60123,0,0,Bachelors,Skilled Manual,0,2,29,1
M,F,132059,2,1,Graduate Degree,Professional,1,1,35,1
S,M,36753,0,0,Partial College,Manual,0,0,38,1
S,M,28615,0,0,Bachelors,Manual,0,0,35,1
M,M,77660,2,1,Bachelors,Clerical,1,1,35,1
S,F,108387,0,0,Bachelors,Management,1,3,55,1
M,F,128784,0,0,Graduate Degree,Professional,1,2,46,1
S,F,77703,0,0,Bachelors,Clerical,1,3,46,1
M,M,133190,0,0,Bachelors,Professional,1,3,41,1
M,F,105639,2,0,Graduate Degree,Management,1,2,43,1
S,F,54069,0,0,Bachelors,Skilled Manual,0,0,45,1
S,M,87446,0,0,High School,Clerical,0,2,25,1
M,F,102477,2,1,Partial College,Management,1,1,50,1
M,F,26345,2,0,Graduate Degree,Manual,1,1,69,1
S,M,34759,0,0,Partial College,Manual,1,0,55,1
M,M,57010,2,0,Bachelors,Skilled Manual,1,1,38,1
M,M,134862,2,0,Graduate Degree,Professional,1,2,46,1
M,M,104688,0,0,Bachelors,Management,1,3,31,1
M,F,87178,0,0,High School,Clerical,0,2,28,1
M,M,87526,2,1,Bachelors,Clerical,1,3,40,1
M,M,53269,0,0,Graduate Degree,Skilled Manual,0,1,32,1
S,F,53715,0,0,High School,Skilled Manual,0,0,34,1
M,F,110924,2,1,Partial College,Management,1,2,54,1
M,M,34834,2,1,Bachelors,Manual,0,0,40,1
M,M,137547,2,1,Bachelors,Professional,1,2,57,1
S,F,58973,0,0,High School,Skilled Manual,1,0,55,1
S,M,51635,0,0,Bachelors,Skilled Manual,0,2,33,1
M,M,58673,1,0,Partial College,Skilled Manual,1,1,42,1
M,F,34786,2,1,Partial College,Manual,1,0,43,1
M,F,138129,0,0,Bachelors,Professional,1,2,30,1
S,F,79458,0,0,Partial College,Clerical,0,1,39,1
M,F,109726,1,1,Partial College,Management,1,2,43,1
S,M,85067,1,0,Graduate Degree,Clerical,1,1,62,1
M,F,56960,0,0,High School,Skilled Manual,0,2,26,1
S,F,83526,0,0,Partial College,Clerical,0,1,31,1
S,M,138635,1,1,Bachelors,Professional,1,1,64,1
S,M,134601,1,1,Graduate Degree,Professional,1,2,73,1
M,F,104972,2,0,Partial College,Management,1,1,44,1
S,F,59651,0,0,Bachelors,Skilled Manual,0,1,43,1
M,M,84522,2,0,High School,Clerical,1,2,52,1
M,M,84751,1,1,Graduate Degree,Clerical,1,3,35,1
M,F,110631,0,0,Graduate Degree,Management,1,2,44,1
S,F,56050,0,0,Partial High School,Skilled Manual,1,2,49,1
M,M,105303,0,0,Bachelors,Management,1,2,29,1
M,M,52927,1,1,High School,Skilled Manual,0,1,32,1
M,F,132460,1,1,Bachelors,Professional,1,1,42,1
M,F,103765,2,1,Bachelors,Management,1,2,41,1
M,F,108245,2,0,Partial College,Management,1,2,54,1
M,M,60846,2,1,Partial High School,Skilled Manual,0,1,34,1
S,F,111680,0,0,Bachelors,Management,1,3,43,1
S,F,30427,0,0,High School,Manual,1,0,53,1
S,F,77466,0,0,High School,Clerical,1,1,57,1
S,F,52835,0,0,Partial High School,Skilled Manual,0,1,34,1
S,F,51702,0,0,High School,Skilled Manual,0,1,37,1
S,M,78081,0,0,Partial College,Clerical,0,0,29,1
M,F,57941,2,1,High School,Skilled Manual,1,1,48,1
S,F,102786,0,0,Bachelors,Management,1,1,43,1
M,F,53537,2,2,Bachelors,Skilled Manual,1,1,63,1
M,F,81037,2,0,Bachelors,Clerical,1,3,41,1
M,M,55702,2,1,Partial College,Skilled Manual,1,1,55,1
M,F,60045,2,2,Partial High School,Skilled Manual,1,1,48,1
M,F,77334,1,1,High School,Clerical,1,2,36,1
M,F,105926,0,0,Bachelors,Management,0,2,26,1
S,M,35000,0,0,Graduate Degree,Manual,0,1,38,1
M,M,30283,1,0,Bachelors,Manual,1,1,43,1
S,M,80851,1,0,Bachelors,Clerical,1,1,58,1
S,F,51565,0,0,High School,Skilled Manual,0,2,29,1
M,F,105121,2,1,Bachelors,Management,1,2,61,1
S,M,55313,0,0,Graduate Degree,Skilled Manual,0,0,35,1
S,F,106646,0,0,Bachelors,Management,1,2,42,1
M,M,103648,2,1,Bachelors,Management,1,2,40,1
S,F,33671,0,0,Partial College,Manual,0,0,46,1
S,M,58550,0,0,Graduate Degree,Skilled Manual,0,2,38,1
M,F,108318,1,1,Bachelors,Management,1,1,42,1
M,F,77695,2,0,Partial College,Clerical,1,1,46,1
S,M,83928,0,0,Bachelors,Clerical,0,2,38,1
M,M,59624,2,2,Bachelors,Skilled Manual,1,1,49,1
S,F,61765,0,0,High School,Skilled Manual,1,1,53,1
M,F,82431,1,1,Bachelors,Clerical,1,2,40,1
S,M,53588,1,1,Bachelors,Skilled Manual,1,0,64,1
S,F,26570,1,1,High School,Manual,1,1,61,1
M,F,60334,2,1,Graduate Degree,Skilled Manual,0,1,37,1
M,M,134926,1,1,Bachelors,Professional,1,1,40,1
M,M,56681,2,1,Bachelors,Skilled Manual,0,2,37,1
S,M,58633,0,0,Partial College,Skilled Manual,0,2,27,1
M,M,85952,1,1,Bachelors,Clerical,1,3,37,1
S,M,87976,1,0,Bachelors,Clerical,1,1,57,1
S,F,82907,0,0,Bachelors,Clerical,0,0,38,1
S,F,81396,1,1,Bachelors,Clerical,1,1,67,1
M,M,78594,1,1,Bachelors,Clerical,1,2,35,1
M,M,87457,2,0,High School,Clerical,1,3,61,1
S,F,77364,1,1,Graduate Degree,Clerical,1,1,70,1
M,F,59608,1,1,Bachelors,Skilled Manual,1,1,41,1
S,F,58755,0,0,High School,Skilled Manual,0,1,28,1
S,M,83749,0,0,Bachelors,Clerical,0,0,29,1
M,M,56549,2,1,Partial College,Skilled Manual,1,2,51,1
M,F,36601,1,1,Partial College,Manual,0,0,42,1
S,M,59598,0,0,High School,Skilled Manual,0,2,33,1
M,M,84446,2,0,High School,Clerical,1,2,51,1
S,M,28057,0,0,High School,Manual,0,0,34,1
M,F,86793,2,0,Bachelors,Clerical,1,1,39,1
M,F,107180,2,0,Bachelors,Management,1,1,58,1
S,M,86773,0,0,Bachelors,Clerical,0,0,42,1
M,F,57158,1,0,Partial College,Skilled Manual,1,1,40,1
M,M,81807,2,0,Partial College,Clerical,1,0,55,1
M,M,128167,2,1,Graduate Degree,Professional,1,2,35,1
M,M,26790,1,0,Graduate Degree,Manual,0,1,34,1
M,M,108474,2,1,Bachelors,Management,1,3,63,1
S,F,129862,1,0,Graduate Degree,Professional,1,3,63,1
M,M,130763,1,0,Graduate Degree,Professional,1,2,33,1
M,F,60516,0,0,Partial College,Skilled Manual,0,2,26,1
M,F,86141,0,0,Partial College,Clerical,0,0,27,1
S,M,30719,0,0,Partial High School,Manual,0,1,48,1
M,F,55834,2,1,Partial College,Skilled Manual,1,1,44,1
M,M,77481,0,0,Partial College,Clerical,0,1,26,1
M,M,131504,2,1,Bachelors,Professional,1,2,62,1
M,F,54036,2,1,Partial College,Skilled Manual,1,1,48,1
S,M,60923,0,0,High School,Skilled Manual,1,1,56,1
M,M,104564,0,0,Graduate Degree,Management,1,2,33,1
S,M,58927,0,0,Graduate Degree,Skilled Manual,0,0,39,1
S,F,30275,0,0,Bachelors,Manual,0,1,25,1
S,M,51814,0,0,Bachelors,Skilled Manual,0,0,46,1
S,M,85289,0,0,High School,Clerical,1,3,57,1
S,F,87205,0,0,Partial College,Clerical,1,2,48,1
S,F,130566,0,0,Graduate Degree,Professional,1,3,34,1
M,M,77581,1,0,Bachelors,Clerical,1,1,46,1
S,F,107064,0,0,Partial College,Management,0,3,30,1
S,M,60421,0,0,Bachelors,Skilled Manual,0,0,46,1
S,F,34544,0,0,High School,Manual,0,0,27,1
S,F,50954,0,0,High School,Skilled Manual,0,0,34,1
M,F,106005,2,1,Bachelors,Management,1,1,40,1
S,F,131964,0,0,Graduate Degree,Professional,1,2,33,1
M,M,137139,0,0,Graduate Degree,Professional,1,2,34,1
M,M,29711,2,2,Partial College,Manual,1,1,45,1
S,F,56831,0,0,High School,Skilled Manual,1,1,48,1
S,F,56546,0,0,Graduate Degree,Skilled Manual,0,1,31,1
S,M,108976,1,1,Bachelors,Management,1,0,59,1
M,F,55589,2,0,Partial College,Skilled Manual,1,1,55,1
S,M,51193,0,0,High School,Skilled Manual,0,1,27,1
S,M,51344,0,0,Partial College,Skilled Manual,0,2,29,1
S,M,80718,0,0,Bachelors,Clerical,0,2,27,1
S,M,53816,0,0,Partial High School,Skilled Manual,0,1,42,1
S,M,84102,0,0,Partial College,Clerical,0,3,34,1
M,M,60634,2,1,Partial College,Skilled Manual,1,2,45,1
S,F,133071,0,0,Graduate Degree,Professional,1,2,38,1
S,F,76381,0,0,Bachelors,Clerical,0,1,37,1
M,M,111111,2,0,Bachelors,Management,1,2,64,1
M,M,129047,2,1,Graduate Degree,Professional,1,2,77,1
S,M,55874,0,0,Graduate Degree,Skilled Manual,0,0,36,1
M,M,62512,3,0,Partial College,Skilled Manual,1,1,69,1
S,M,102592,0,0,Bachelors,Management,1,0,39,1
M,F,79518,3,0,Partial College,Clerical,1,2,69,1
M,M,79135,0,0,Bachelors,Clerical,0,1,31,1
M,M,112064,2,1,Bachelors,Management,1,2,38,1
S,F,57466,0,0,Partial College,Skilled Manual,0,0,38,1
S,F,59995,0,0,Partial High School,Skilled Manual,0,0,38,1
M,F,137496,2,1,Bachelors,Professional,1,2,61,1
M,M,58251,2,0,Partial High School,Skilled Manual,0,0,35,1
M,F,81948,1,1,Partial College,Clerical,1,3,42,1
M,M,55991,2,0,Partial College,Skilled Manual,1,1,56,1
S,F,128609,0,0,Bachelors,Professional,1,3,40,1
M,M,112437,0,0,Bachelors,Management,1,2,36,1
S,M,58905,0,0,High School,Skilled Manual,0,0,28,1
S,F,83181,0,0,Partial College,Clerical,1,3,52,1
S,M,86330,0,0,Partial College,Clerical,1,0,44,1
S,M,51746,0,0,Bachelors,Skilled Manual,0,0,38,1
S,M,79122,0,0,Partial College,Clerical,1,1,54,1
S,F,28958,0,0,Partial High School,Manual,0,1,32,1
M,F,135336,0,0,Bachelors,Professional,1,3,30,1
S,M,132853,0,0,Graduate Degree,Professional,1,2,32,1
S,F,32350,0,0,Partial College,Manual,0,0,34,1
M,M,53038,2,0,Graduate Degree,Skilled Manual,1,1,47,1
S,M,106417,0,0,Graduate Degree,Management,1,1,44,1
S,F,111355,1,0,Partial College,Management,1,2,60,1
M,F,33508,1,0,Partial High School,Manual,1,0,53,1
M,M,104081,1,0,Bachelors,Management,1,1,45,1
M,M,51418,2,1,Partial College,Skilled Manual,1,2,52,1
M,M,137014,2,1,Bachelors,Professional,1,0,49,1
S,F,52091,0,0,High School,Skilled Manual,0,0,27,1
M,F,26192,2,1,Bachelors,Manual,0,1,41,1
M,M,137075,2,1,Bachelors,Professional,1,2,37,1
S,F,58114,0,0,Partial High School,Skilled Manual,0,2,25,1
S,F,112837,0,0,Bachelors,Management,0,1,37,1
S,M,78998,0,0,Partial College,Clerical,1,1,45,1
M,F,86884,2,1,Graduate Degree,Clerical,1,2,35,1
S,F,28609,0,0,Graduate Degree,Manual,0,1,47,1
M,M,55369,2,1,Bachelors,Skilled Manual,1,0,41,1
M,M,56612,1,0,Graduate Degree,Skilled Manual,0,0,37,1
S,F,84541,0,0,Bachelors,Clerical,0,3,30,1
S,M,55226,0,0,High School,Skilled Manual,0,1,37,1
S,M,60152,0,0,High School,Skilled Manual,0,0,26,1
M,M,102379,0,0,Bachelors,Management,0,2,26,1
M,M,59040,2,0,Graduate Degree,Skilled Manual,1,1,45,1
S,M,82416,0,0,Graduate Degree,Clerical,0,2,38,1
S,F,79448,0,0,Bachelors,Clerical,0,3,40,1
M,M,102639,2,1,Graduate Degree,Management,1,2,33,1
M,F,81894,0,0,Partial College,Clerical,0,2,29,1
S,F,25693,0,0,High School,Manual,1,1,54,1
M,M,53948,0,0,Bachelors,Skilled Manual,0,1,29,1
S,F,81189,0,0,Partial College,Clerical,1,2,46,1
S,F,102503,0,0,Bachelors,Management,1,3,39,1
S,F,85220,0,0,Partial College,Clerical,0,2,25,1
S,M,57703,0,0,High School,Skilled Manual,0,2,27,1
S,M,103004,1,1,Bachelors,Management,1,0,58,1
M,M,83555,2,1,Bachelors,Clerical,1,1,65,1
S,F,81076,0,0,Graduate Degree,Clerical,0,2,36,1
M,F,111787,2,0,Bachelors,Management,1,3,33,1
M,F,53977,2,1,Partial High School,Skilled Manual,1,0,56,1
M,F,52949,1,0,Partial College,Skilled Manual,1,2,53,1
S,M,78154,0,0,Partial College,Clerical,1,1,53,1
M,M,52504,1,1,Partial High School,Skilled Manual,0,2,34,1
M,M,105340,2,2,Bachelors,Management,1,2,53,1
M,F,26300,1,0,Bachelors,Manual,0,0,40,1
M,M,34978,2,1,Bachelors,Manual,0,0,42,1
M,F,56666,2,0,Partial High School,Skilled Manual,1,0,49,1
M,M,59714,2,0,High School,Skilled Manual,1,1,72,1
S,M,81904,0,0,Partial College,Clerical,1,1,56,1
S,F,106064,0,0,Bachelors,Management,1,1,39,1
S,M,26091,0,0,Partial High School,Manual,0,1,32,1
S,F,133371,0,0,Graduate Degree,Professional,1,2,43,1
S,F,111871,0,0,Bachelors,Management,1,2,39,1
M,M,30801,1,1,Bachelors,Manual,0,0,41,1
M,M,77101,0,0,High School,Clerical,0,1,25,1
S,F,130577,0,0,Graduate Degree,Professional,1,1,34,1
M,M,87681,0,0,Partial College,Clerical,0,2,27,1
S,M,84986,0,0,High School,Clerical,0,2,31,1
S,F,29957,1,1,Partial College,Manual,1,0,68,1
S,F,112064,0,0,Partial College,Management,0,2,27,1
M,M,81434,1,1,Bachelors,Clerical,1,0,36,1
S,F,77986,0,0,Bachelors,Clerical,0,2,41,1
M,M,79602,0,0,Partial College,Clerical,0,2,29,1
S,F,58378,0,0,High School,Skilled Manual,0,1,39,1
M,F,54639,2,0,Partial College,Skilled Manual,1,1,42,1
S,F,52961,0,0,Partial College,Skilled Manual,0,1,44,1
S,F,127607,0,0,Graduate Degree,Professional,1,0,34,1
M,F,79209,0,0,Partial College,Clerical,0,1,25,1
S,M,35250,0,0,Graduate Degree,Manual,0,1,38,1
M,F,51746,0,0,Bachelors,Skilled Manual,0,1,30,1
M,M,111828,0,0,Bachelors,Management,1,3,42,1
M,M,57839,0,0,High School,Skilled Manual,0,2,24,1
M,F,107444,2,2,Partial College,Management,1,2,63,1
M,F,31499,2,1,Partial High School,Manual,0,1,35,1
S,M,77241,0,0,High School,Clerical,0,0,34,1
S,F,58828,1,0,Partial College,Skilled Manual,1,1,63,1
S,M,106556,0,0,Bachelors,Management,1,1,38,1
M,F,26348,0,0,High School,Manual,0,0,29,1
S,M,51427,0,0,Partial College,Skilled Manual,0,0,29,1
S,F,102467,0,0,Graduate Degree,Management,0,2,34,1
S,F,86994,1,1,Partial College,Clerical,1,1,62,1
S,F,31974,0,0,Partial High School,Manual,0,1,26,1
M,M,58420,2,0,Graduate Degree,Skilled Manual,0,1,32,1
S,F,54386,0,0,High School,Skilled Manual,0,2,28,1
M,M,78177,2,1,Bachelors,Clerical,1,1,39,1
M,M,134210,2,1,Graduate Degree,Professional,1,2,39,1
M,F,55347,2,1,Bachelors,Skilled Manual,1,2,38,1
M,M,57575,1,0,Bachelors,Skilled Manual,1,1,41,1
M,M,133827,2,0,Graduate Degree,Professional,1,3,38,1
S,M,84470,1,0,Bachelors,Clerical,1,2,58,1
M,F,26560,2,2,Partial College,Manual,1,0,48,1
M,M,51710,2,1,High School,Skilled Manual,1,0,53,1
M,M,85930,2,0,Bachelors,Clerical,1,0,55,1
S,F,51223,0,0,High School,Skilled Manual,1,1,48,1
M,M,25755,2,1,Partial High School,Manual,0,0,41,1
M,M,53699,2,0,High School,Skilled Manual,1,2,41,1
S,F,28142,0,0,Partial College,Manual,0,0,30,1
S,M,77010,0,0,Partial College,Clerical,0,0,31,1
S,F,112417,0,0,Graduate Degree,Management,0,2,31,1
M,M,129514,2,0,Bachelors,Professional,1,2,51,1
S,M,110316,0,0,Partial College,Management,0,1,33,1
M,M,109305,2,2,Graduate Degree,Management,1,2,36,1
S,F,34840,0,0,Partial High School,Manual,0,1,30,1
S,M,62181,0,0,Partial College,Skilled Manual,0,0,41,1
S,F,56058,0,0,High School,Skilled Manual,0,2,29,1
S,M,105981,0,0,Partial College,Management,1,2,44,1
S,M,84460,0,0,High School,Clerical,1,1,47,1
S,M,81433,1,0,Graduate Degree,Clerical,1,1,70,1
S,F,81950,0,0,Bachelors,Clerical,0,1,37,1
M,M,54359,2,1,Partial College,Skilled Manual,1,1,47,1
S,F,58835,0,0,High School,Skilled Manual,0,1,27,1
M,F,81542,0,0,Partial College,Clerical,0,1,31,1
M,M,86762,2,1,Partial College,Clerical,1,2,49,1
M,F,109413,0,0,Graduate Degree,Management,1,0,32,1
S,M,60545,0,0,Bachelors,Skilled Manual,0,2,36,1
S,M,77659,0,0,High School,Clerical,1,0,49,1
S,F,31163,0,0,Partial College,Manual,0,1,35,1
M,M,36209,3,3,High School,Manual,1,1,80,1
S,M,82403,0,0,Partial College,Clerical,0,1,40,1
M,M,86799,1,1,Bachelors,Clerical,1,3,33,1
S,M,130913,0,0,Graduate Degree,Professional,0,2,32,1
S,F,85578,0,0,Partial College,Clerical,1,1,42,1
S,M,36181,0,0,Partial College,Manual,0,1,50,1
S,M,82125,0,0,Bachelors,Clerical,0,0,30,1
M,F,131858,2,0,Graduate Degree,Professional,1,1,36,1
M,F,128923,2,0,Bachelors,Professional,1,2,55,1
M,M,61496,2,1,Partial College,Skilled Manual,1,2,44,1
M,F,56299,1,1,High School,Skilled Manual,0,2,32,1
S,M,79438,0,0,Partial College,Clerical,0,3,29,1
M,M,82441,2,0,Graduate Degree,Clerical,1,0,67,1
S,F,132952,1,0,Bachelors,Professional,1,2,63,1
M,F,137350,2,2,Bachelors,Professional,1,1,60,1
S,M,59432,0,0,Bachelors,Skilled Manual,0,1,46,1
S,F,26569,0,0,Partial College,Manual,0,1,41,1
S,F,52033,0,0,Bachelors,Skilled Manual,0,0,30,1
M,M,51076,2,1,Partial High School,Skilled Manual,1,1,50,1
M,M,79466,2,2,High School,Clerical,1,2,54,1
S,M,86717,0,0,High School,Clerical,0,2,34,1
S,M,82960,0,0,High School,Clerical,0,2,25,1
S,F,61753,0,0,High School,Skilled Manual,0,0,27,1
S,M,52615,0,0,Partial College,Skilled Manual,0,1,25,1
M,M,60730,0,0,Bachelors,Skilled Manual,0,2,31,1
M,M,58184,1,1,Partial College,Skilled Manual,1,0,52,1
M,F,57512,1,1,Bachelors,Skilled Manual,0,2,35,1
S,F,32970,0,0,Partial High School,Manual,0,1,50,1
M,M,102722,2,2,Graduate Degree,Management,1,3,66,1
M,F,26359,2,0,High School,Manual,1,0,54,1
M,F,31735,2,2,Bachelors,Manual,1,1,64,1
M,M,25761,2,2,High School,Manual,1,1,47,1
S,M,53286,0,0,High School,Skilled Manual,0,0,33,1
M,M,81915,0,0,Bachelors,Clerical,0,3,31,1
M,F,109688,1,0,Graduate Degree,Management,1,1,43,1
M,F,132193,3,3,Graduate Degree,Professional,1,1,64,1
M,M,29529,2,1,High School,Manual,1,0,47,1
S,M,60167,0,0,Partial College,Skilled Manual,0,1,31,1
M,F,33305,1,0,Bachelors,Manual,0,0,37,1
M,M,112049,2,0,Graduate Degree,Management,1,1,47,1
S,F,107011,0,0,Bachelors,Management,1,1,41,1
S,M,53189,0,0,Partial High School,Skilled Manual,0,0,27,1
M,F,51441,2,1,Partial College,Skilled Manual,1,1,58,1
M,F,56160,1,0,Bachelors,Skilled Manual,1,1,39,1
S,M,31893,0,0,Graduate Degree,Manual,0,0,32,1
M,M,32346,2,1,Bachelors,Manual,1,0,49,1
S,F,131117,0,0,Graduate Degree,Professional,1,3,40,1
M,F,87098,1,0,Partial College,Clerical,1,2,44,1
M,F,136351,0,0,Bachelors,Professional,1,0,26,1
M,F,35436,1,1,Graduate Degree,Manual,0,0,39,1
M,M,106391,0,0,Bachelors,Management,1,3,39,1
M,M,33370,2,2,Partial College,Manual,1,0,42,1
M,F,34752,2,1,Partial High School,Manual,1,1,52,1
S,F,127408,0,0,Graduate Degree,Professional,1,2,40,1
M,F,30890,2,1,Bachelors,Manual,1,1,44,1
M,F,134017,2,2,Bachelors,Professional,1,2,65,1
M,F,61421,2,0,Partial High School,Skilled Manual,1,0,51,1
S,M,103934,0,0,Partial College,Management,1,2,57,1
M,F,60677,2,1,Partial College,Skilled Manual,1,1,46,1
M,M,35983,2,0,Partial High School,Manual,1,0,58,1
M,M,28275,2,2,Bachelors,Manual,1,0,43,1
M,M,36688,0,0,Partial College,Manual,0,1,32,1
M,F,76496,1,0,Graduate Degree,Clerical,1,3,33,1
M,F,77138,2,2,Bachelors,Clerical,1,1,32,1
M,F,51596,1,0,Graduate Degree,Skilled Manual,0,1,36,1
S,F,25974,0,0,Partial College,Manual,1,1,52,1
M,M,87721,2,0,Graduate Degree,Clerical,1,1,64,1
S,F,84895,0,0,High School,Clerical,1,3,47,1
S,M,56935,0,0,High School,Skilled Manual,1,1,54,1
M,M,86560,1,1,Bachelors,Clerical,1,2,40,1
M,M,138393,0,0,Bachelors,Professional,1,2,38,1
S,M,61825,0,0,Partial High School,Skilled Manual,0,2,28,1
S,M,60207,0,0,High School,Skilled Manual,0,0,31,1
S,M,28917,0,0,Bachelors,Manual,0,1,29,1
S,F,78067,0,0,Bachelors,Clerical,0,2,37,1
S,M,111615,0,0,Bachelors,Management,1,2,48,1
S,M,112588,0,0,Partial College,Management,0,2,30,1
